Kind,function_name,lineno,degree,neighbors_count,in_degree,out_degree,self_loops,max_call_circles,MLOC,PAR,DOC,smell
Function,ansible.module_utils.facts.GenericBsdIfconfigNetwork.parse_nd6_line,1965,4,1,3,1,0,0,1.0,4.0,0.0,no
Function,ansible.runner.action_plugins.win_copy.ActionModule._remove_tempfile_if_content_defined,367,1,0,1,0,0,0,2.0,3.0,0.0,no
Function,ansible.runner.connection_plugins.paramiko_ssh.Connection.put_file,279,1,1,0,1,0,0,11.0,3.0,0.0,no
Function,ansible.utils.plugins.PluginLoader.get,209,1,1,0,1,0,0,8.0,4.0,0.0,no
Function,ansible.module_utils.basic.AnsibleModule.set_mode_if_different,633,3,2,1,2,0,0,42.0,4.0,0.0,no
Function,ansible.module_utils.rax.rax_find_network,131,1,1,0,1,0,0,16.0,3.0,0.0,no
Function,ansible.plugins.cache.memcached.ProxyClientPool.__init__,43,2,1,1,1,0,0,4.0,3.0,0.0,no
Function,ansible.plugins.connections.jail.Connection._normalize_path,115,2,0,2,0,0,0,4.0,3.0,0.0,no
Function,ansible.plugins.lookup.dict.LookupModule.run,22,1,1,0,1,0,0,3.0,3.0,0.0,no
Function,ansible.plugins.strategies.free.StrategyModule.run,28,3,3,0,3,0,0,30.0,3.0,0.0,no
Function,boto.auth.HmacAuthV1Handler.add_auth,141,1,1,0,1,0,0,17.0,3.0,0.0,no
Function,boto.connection.AWSAuthConnection.get_http_connection,700,5,2,3,2,1,1,4.0,4.0,0.0,no
Function,boto.storage_uri.FileStorageUri.__init__,809,2,0,2,0,0,0,6.0,3.0,0.0,no
Function,boto.cloudsearch.optionstatus.ServicePoliciesStatus._allow_ip,166,5,3,2,3,0,0,17.0,3.0,0.0,no
Function,boto.cloudsearchdomain.layer1.CloudSearchDomainConnection.make_request,530,5,2,3,2,0,0,8.0,3.0,0.0,no
Function,boto.configservice.layer1.ConfigServiceConnection.make_request,358,13,2,11,2,0,0,20.0,3.0,0.0,no
Function,boto.dynamodb.layer1.Layer1.query,464,1,1,0,1,0,0,20.0,3.0,0.0,no
Function,boto.dynamodb2.table.Table.lookup,752,2,2,0,2,0,0,8.0,3.0,0.0,no
Function,boto.ec2.connection.EC2Connection.authorize_security_group_egress,3193,1,1,0,1,0,0,15.0,3.0,0.0,no
Function,boto.ecs.item.ResponseGroup.startElement,58,5,4,1,4,1,1,8.0,4.0,0.0,no
Function,boto.fps.connection.FPSConnection.get_account_activity,140,1,1,0,1,0,0,3.0,4.0,0.0,no
Function,boto.glacier.layer1.Layer1.get_job_output,661,2,1,1,1,0,0,11.0,3.0,0.0,no
Function,boto.iam.connection.IAMConnection.add_user_to_group,210,1,1,0,1,0,0,3.0,3.0,0.0,no
Function,boto.kinesis.layer1.KinesisConnection.put_record,559,1,1,0,1,0,0,14.0,4.0,0.0,yes
Function,boto.machinelearning.layer1.MachineLearningConnection.update_batch_prediction,1276,1,1,0,1,0,0,5.0,3.0,0.0,no
Function,boto.mturk.connection.MTurkConnection.change_hit_type_of_hit,267,1,1,0,1,0,0,3.0,3.0,0.0,no
Function,boto.mturk.question.SimpleField.__init__,99,3,0,3,0,0,0,2.0,3.0,0.0,no
Function,boto.mws.connection.MWSConnection.get_report,500,1,1,0,1,0,0,4.0,4.0,0.0,no
Function,boto.mws.connection.MWSConnection.list_matching_products,776,1,1,0,1,0,0,3.0,4.0,0.0,no
Function,boto.mws.connection.MWSConnection.get_subscription,1028,1,1,0,1,0,0,4.0,4.0,0.0,no
Function,boto.pyami.config.Config.save_option,92,2,0,2,0,0,0,11.0,5.0,0.0,yes
Function,boto.rds.dbsubnetgroup.DBSubnetGroup.endElement,56,1,1,0,1,0,0,11.0,4.0,0.0,no
Function,boto.redshift.layer1.RedshiftConnection.create_event_subscription,806,2,2,0,2,0,0,22.0,3.0,0.0,no
Function,boto.route53.record.ResourceRecordSets.add_change,70,3,2,1,2,0,0,8.0,4.0,0.0,yes
Function,boto.s3.bucket.Bucket.validate_kwarg_names,412,4,0,4,0,0,0,3.0,3.0,0.0,no
Function,boto.sdb.db.manager.sdbmanager.SDBConverter.encode_map,110,4,2,2,2,0,0,14.0,3.0,0.0,no
Function,boto.sdb.db.manager.xmlmanager.XMLManager.query,344,4,4,0,4,0,0,14.0,3.0,0.0,no
Function,boto.swf.layer1.Layer1.count_pending_decision_tasks,1472,1,1,0,1,0,0,3.0,3.0,0.0,no
Function,tests.integration.dynamodb2.test_layer1.DynamoDBv2Layer1Test.create_table,88,6,1,5,1,1,1,14.0,5.0,0.0,yes
Function,IPython.core.magic.MagicAlias.__call__,688,1,1,0,1,0,0,9.0,3.0,0.0,no
Function,IPython.core.ultratb.TBTools.set_colors,400,3,1,2,1,1,1,4.0,3.0,0.0,no
Function,IPython.lib.deepreload.load_next,129,2,1,1,1,0,0,21.0,4.0,0.0,no
Function,IPython.utils.text.compute_item_matrix,669,3,2,1,2,0,0,4.0,3.0,0.0,no
Function,numpy.build_utils.waf.check_type_size,222,4,4,0,4,0,0,31.0,3.0,0.0,no
Function,numpy.core.code_generators.genapi.Function._format_arg,108,2,0,2,0,0,0,3.0,3.0,0.0,no
Function,test_multiarray.TestClip._clip_type,2489,2,1,1,1,0,0,19.0,5.0,0.0,yes
Function,numpy.distutils.line_endings.unix2dos_one_dir,63,1,1,0,1,0,0,5.0,3.0,0.0,no
Function,numpy.distutils.command.build_ext.build_ext._libs_with_msvc_and_fortran,432,3,2,1,2,0,0,41.0,4.0,0.0,no
Function,numpy.f2py.crackfortran.vars2fortran,2658,7,6,1,6,0,0,105.0,3.0,0.0,no
Function,numpy.lib.financial.mirr,708,1,1,0,1,0,0,9.0,3.0,0.0,no
Function,numpy.ma.extras.apply_along_axis,327,5,3,2,3,0,0,73.0,5.0,0.0,yes
Function,numpy.polynomial.hermite_e.hermegrid3d,1116,1,1,0,1,0,0,4.0,4.0,0.0,no
Function,nltk.collocations.TrigramCollocationFinder.__init__,178,1,1,0,1,0,0,3.0,5.0,0.0,yes
Function,nltk.internals.Deprecated.__new__,368,1,1,0,1,0,0,16.0,3.0,0.0,no
Function,nltk.tree.ProbabilisticTree.__init__,1406,4,2,2,2,0,0,1.0,3.0,0.0,no
Function,nltk.app.chartparser_app.ChartResultsView._color,396,2,1,1,1,1,1,5.0,3.0,0.0,no
Function,nltk.app.rdparser_app.RecursiveDescentApp._get,352,5,0,5,0,0,0,4.0,3.0,0.0,no
Function,nltk.ccg.combinator.ForwardCombinator.combine,59,2,1,1,1,1,1,2.0,3.0,0.0,no
Function,nltk.chunk.regexp.RegexpParser._add_stage,1171,2,1,1,1,0,0,6.0,5.0,0.0,yes
Function,nltk.classify.tadm.write_tadm_file,28,2,0,2,0,0,0,11.0,3.0,0.0,no
Function,nltk.corpus.reader.bracket_parse.CategorizedBracketParseCorpusReader._resolve,127,11,1,10,1,0,0,5.0,3.0,0.0,no
Function,nltk.corpus.reader.ipipan.IPIPANCorpusView.__init__,224,2,1,1,1,0,0,10.0,3.0,0.0,no
Function,nltk.corpus.reader.semcor.SemcorSentence.__init__,210,2,0,2,0,0,0,2.0,3.0,0.0,no
Function,nltk.draw.table.MultiListbox.nearest,484,4,1,3,1,1,1,1.0,3.0,0.0,no
Function,nltk.draw.util.CanvasWidget.__init__,164,11,3,8,3,0,0,22.0,3.0,0.0,no
Function,nltk.draw.util.ShowText.find_dimentions,1886,1,0,1,0,0,0,13.0,4.0,0.0,no
Function,nltk.metrics.agreement.AnnotationTask.Ao,178,3,2,1,2,0,0,4.0,3.0,0.0,no
Function,nltk.parse.chart.Chart._trees,649,4,2,2,2,1,1,21.0,5.0,0.0,yes
Function,nltk.parse.earleychart.ScannerRule.apply,182,2,1,1,1,1,1,3.0,4.0,0.0,no
Function,nltk.parse.nonprojectivedependencyparser.ProbabilisticNonprojectiveParser.train,256,4,1,3,1,1,1,2.0,3.0,0.0,no
Function,nltk.parse.shiftreduce.ShiftReduceParser._match_rhs,122,2,0,2,0,0,0,8.0,3.0,0.0,no
Function,nltk.sem.glue.Glue._add_to_reading_list,521,1,0,1,0,0,0,12.0,3.0,0.0,no
Function,nltk.sem.logic.LogicParser.handle_quant,366,9,8,1,8,0,3,17.0,3.0,0.0,no
Function,nltk.sem.util.evaluate_sents,84,3,2,1,2,0,0,1.0,4.0,0.0,no
Function,nltk.tag.brill_trainer_orig.BrillTaggerTrainer._trace_rule,399,1,0,1,0,0,0,7.0,5.0,0.0,yes
Function,nltk.tag.tnt.TnT._tagword,325,7,5,2,5,1,2,36.0,3.0,0.0,no
Function,nltk.tokenize.texttiling.TokenSequence.__init__,375,1,0,1,0,0,0,3.0,3.0,0.0,no
Function,matplotlib.axis.Axis._copy_tick_props,1258,2,0,2,0,0,0,11.0,3.0,0.0,no
Function,matplotlib.backend_bases.FigureCanvasBase.resize,1781,1,0,1,0,0,0,1.0,3.0,0.0,no
Function,matplotlib.collections.PolyCollection.__init__,801,9,3,6,3,0,0,4.0,3.0,0.0,no
Function,matplotlib.dates.IndexDateFormatter.__init__,474,1,1,0,1,0,0,5.0,3.0,0.0,no
Function,matplotlib.figure.Figure.legend,1104,3,3,0,3,0,0,4.0,5.0,0.0,yes
Function,matplotlib.gridspec.GridSpecFromSubplotSpec.__init__,323,1,1,0,1,0,0,6.0,4.0,0.0,yes
Function,matplotlib.mathtext.Parser.non_math,2412,4,4,0,4,0,0,0.0,0.0,0.0,no
Function,matplotlib.mlab.recs_join,2726,2,2,0,2,0,0,14.0,3.0,2.0,no
Function,matplotlib.patches.CirclePolygon.__init__,1272,2,1,1,1,0,0,6.0,3.0,0.0,no
Function,matplotlib.path.Path.wedge,888,1,1,0,1,0,0,2.0,3.0,0.0,no
Function,matplotlib.pyplot.hist2d,2906,4,4,0,4,0,0,12.0,3.0,0.0,no
Function,matplotlib.spines.Spine.__init__,44,1,1,0,1,0,0,19.0,5.0,0.0,yes
Function,matplotlib.texmanager.TexManager.make_tex,273,3,2,1,2,0,0,23.0,3.0,0.0,no
Function,matplotlib.ticker.OldScalarFormatter.pprint_val,348,1,0,1,0,0,0,22.0,3.0,0.0,no
Function,matplotlib.transforms.BboxBase.shrunk,575,2,1,1,1,0,0,3.0,3.0,0.0,no
Function,matplotlib.widgets.CheckButtons.__init__,486,12,12,0,12,0,0,39.0,4.0,0.0,no
Function,matplotlib.axes._axes.Axes.acorr,1619,2,1,1,1,0,0,2.0,3.0,0.0,no
Function,matplotlib.axes._base._AxesBase.set_yscale,2837,10,4,6,4,0,0,6.0,3.0,0.0,no
Function,matplotlib.backends.backend_cairo.FigureCanvasCairo.print_svg,451,1,1,0,1,0,0,1.0,4.0,0.0,no
Function,matplotlib.backends.backend_gtk.FigureCanvasGTK.print_png,457,1,1,0,1,0,0,1.0,4.0,0.0,no
Function,matplotlib.backends.backend_pdf.FigureCanvasPdf.print_pdf,2470,9,9,0,9,0,0,18.0,3.0,0.0,no
Function,matplotlib.backends.backend_ps.FigureCanvasPS.print_ps,1005,1,1,0,1,0,0,1.0,4.0,0.0,no
Function,matplotlib.backends.backend_svg.FigureCanvasSVG.print_svg,1179,3,3,0,3,0,0,11.0,4.0,0.0,no
Function,matplotlib.backends.backend_webagg_core.FigureCanvasWebAggCore.send_event,358,9,1,8,1,0,0,0.0,3.0,0.0,no
Function,matplotlib.tri.triinterpolate.LinearTriInterpolator.__init__,267,3,2,1,2,0,0,2.0,3.0,0.0,no
Function,mpl_toolkits.axes_grid.colorbar.CbarAxesLocator.get_original_position,202,1,0,1,0,0,0,4.0,3.0,0.0,no
Function,mpl_toolkits.axes_grid1.axes_grid.ImageGrid.__init__,476,8,7,1,7,0,0,86.0,4.0,0.0,yes
Function,mpl_toolkits.mplot3d.axes3d.Axes3D.plot,1471,12,2,10,2,0,0,19.0,5.0,0.0,yes
Function,virtualenv.ConfigOptionParser.__init__,709,3,2,1,2,0,0,4.0,3.0,0.0,no
Function,django.contrib.admin.checks.BaseModelAdminChecks._check_radio_fields_value,305,1,0,1,0,0,0,9.0,5.0,0.0,yes
Function,django.contrib.admin.checks.must_be,942,30,0,30,0,0,0,6.0,4.0,0.0,no
Function,django.contrib.admin.options.ModelAdmin.get_changelist_formset,741,3,2,1,2,0,0,6.0,3.0,0.0,no
Function,django.contrib.admin.options.InlineModelAdmin.get_formset,1872,15,14,1,14,0,0,29.0,3.0,0.0,no
Function,django.contrib.admin.templatetags.admin_list.ResultList.__init__,285,1,0,1,0,0,0,2.0,3.0,0.0,no
Function,django.contrib.auth.hashers.SHA1PasswordHasher.encode,366,2,1,1,1,0,0,4.0,3.0,0.0,no
Function,django.contrib.gis.db.backends.mysql.introspection.MySQLIntrospection.get_geometry_type,13,3,3,0,3,0,0,11.0,3.0,0.0,no
Function,django.contrib.gis.db.models.fields.GeometryField.get_prep_lookup,295,1,1,0,1,0,0,3.0,3.0,0.0,no
Function,django.contrib.gis.gdal.feature.Feature.__init__,21,2,0,2,0,0,0,4.0,3.0,0.0,no
Function,django.contrib.gis.geos.coordseq.GEOSCoordSeq.getOrdinate,84,8,2,6,2,0,0,3.0,3.0,0.0,no
Function,django.contrib.messages.storage.base.BaseStorage._get,96,1,0,1,0,0,0,1.0,3.0,0.0,no
Function,django.contrib.staticfiles.finders.FileSystemFinder.find_location,92,2,1,1,1,0,0,8.0,3.0,0.0,no
Function,django.core.urlresolvers.RegexURLResolver.reverse,423,1,1,0,1,0,0,5.0,1.0,0.0,no
Function,django.core.mail.message.EmailMultiAlternatives.attach_alternative,422,4,0,4,0,0,0,3.0,3.0,0.0,no
Function,django.core.management.commands.makemessages.TranslatableFile.__init__,57,1,0,1,0,0,0,3.0,4.0,0.0,no
Function,django.db.backends.base.schema.BaseDatabaseSchemaEditor.column_sql,129,5,3,2,3,0,0,29.0,3.0,0.0,no
Function,django.db.backends.oracle.introspection.DatabaseIntrospection.get_indexes,119,1,1,0,1,0,0,7.0,3.0,0.0,no
Function,django.db.backends.postgresql_psycopg2.introspection.DatabaseIntrospection.get_indexes,108,1,1,0,1,0,0,11.0,3.0,0.0,no
Function,django.db.backends.sqlite3.operations.DatabaseOperations.datetime_trunc_sql,82,1,1,0,1,0,0,5.0,4.0,0.0,no
Function,django.db.migrations.loader.MigrationLoader.get_migration_by_prefix,123,3,0,3,0,0,0,10.0,3.0,0.0,no
Function,django.db.migrations.questioner.InteractiveMigrationQuestioner.ask_rename_model,170,1,1,0,1,0,0,3.0,3.0,0.0,no
Function,django.db.migrations.operations.fields.AlterField.state_forwards,172,1,1,0,1,0,0,7.0,3.0,0.0,no
Function,django.db.migrations.operations.models.AlterIndexTogether.database_backwards,414,1,1,0,1,0,0,1.0,5.0,0.0,yes
Function,django.db.models.base.ModelBase.__new__,72,7,7,0,7,0,0,145.0,4.0,0.0,no
Function,django.db.models.expressions.Func.as_sql,494,1,1,0,1,0,0,12.0,3.0,0.0,no
Function,django.db.models.functions.Substr.__init__,107,1,1,0,1,0,0,10.0,4.0,0.0,yes
Function,django.db.models.query_utils.select_related_descend,172,2,1,1,1,0,0,18.0,4.0,0.0,yes
Function,django.db.models.sql.subqueries.DeleteQuery.delete_qs,43,8,7,1,7,0,0,21.0,3.0,0.0,no
Function,django.forms.fields.MultipleChoiceField.has_changed,945,1,1,0,1,0,0,9.0,3.0,0.0,no
Function,django.forms.widgets.Input.render,250,5,5,0,5,0,0,6.0,3.0,0.0,no
Function,django.http.multipartparser.MultiPartParser.__init__,52,2,1,1,1,0,0,23.0,4.0,0.0,yes
Function,django.middleware.csrf.CsrfViewMiddleware.process_view,103,9,9,0,9,0,0,38.0,5.0,0.0,yes
Function,django.template.defaulttags.TemplateIfParser.__init__,943,1,0,1,0,0,0,2.0,4.0,0.0,no
Function,django.test.client.encode_file,197,2,1,1,1,0,0,18.0,3.0,0.0,no
Function,django.test.runner.DiscoverRunner.run_tests,196,8,7,1,7,0,0,7.0,3.0,0.0,no
Function,django.utils.feedgenerator.RssFeed.write,223,5,5,0,5,0,0,8.0,3.0,0.0,no
Function,django.utils.translation.trans_null.npgettext,24,1,1,0,1,0,0,1.0,4.0,0.0,no
Function,django.views.generic.base.TemplateResponseMixin.render_to_response,122,2,1,1,1,0,0,7.0,3.0,0.0,no
Function,admin_changelist.admin.CustomPaginator.__init__,14,2,1,1,1,1,1,0.0,3.0,0.0,no
Function,admin_views.tests.DateHierarchyTests.assert_contains_year_link,4620,1,0,1,0,0,0,0.0,3.0,0.0,no
Function,gis_tests.gis_migrations.test_operations.OperationTests.apply_operations,38,2,0,2,0,0,0,4.0,4.0,0.0,no
Function,migrations.test_state.RelatedModelsTests.assertRelated,827,23,0,23,0,0,0,0.0,3.0,0.0,no
Function,boto.auth.HmacAuthV1Handler.__init__,132,2,2,0,2,0,0,2.0,4.0,0.0,no
Function,boto.auth.QuerySignatureV2AuthHandler._calc_signature,900,4,3,1,3,0,0,20.0,5.0,0.0,yes
Function,boto.connection.AWSAuthConnection.handle_proxy,664,1,0,1,0,0,0,26.0,5.0,0.0,yes
Function,pyspider.run.fetcher,219,3,3,0,3,0,0,27.0,9.0,0.0,yes
Function,sentry.admin.TeamAdmin.save_model,143,2,1,1,1,1,1,8.0,5.0,0.0,yes
Function,sentry.api.base.Endpoint.finalize_response,145,4,2,2,2,1,1,4.0,5.0,0.0,yes
